2025-10-17,167.0500030517578,169.10000610351562,161.14999389648438,161.75999450683594,17765700
2025-10-20,173.47000122070312,174.97000122070312,165.7899932861328,167.2899932861328,20120500
2025-10-21,166.6699981689453,170.94000244140625,166.4199981689453,170.52000427246094,15662500
2025-10-22,165.86000061035156,169.6699981689453,163.5800018310547,167.0,15016500
2025-10-23,171.89999389648438,173.24000549316406,168.31700134277344,168.97000122070312,12792100
2025-10-24,174.6999969482422,176.44000244140625,173.36199951171875,174.39999389648438,11841000
2025-10-27,179.4499969482422,180.0,177.6199951171875,179.74000549316406,12580800
2025-10-28,176.72000122070312,179.3800048828125,175.24000549316406,177.47999572753906,11906900
2025-10-29,179.97000122070312,182.5,178.08999633789062,180.2949981689453,12068900
2025-10-30,173.92999267578125,176.3800048828125,173.77999877929688,174.32000732421875,10756300
2025-10-31,170.42999267578125,171.4499969482422,168.1199951171875,170.52999877929688,13181400
2025-11-03,167.69000244140625,168.94000244140625,165.5800018310547,168.30999755859375,9702300
2025-11-04,164.3000030517578,166.5,162.1999969482422,162.60000610351562,9693100
2025-11-05,164.82000732421875,166.8800048828125,163.60000610351562,164.39999389648438,8631400
2025-11-06,167.61000061035156,170.5500030517578,165.52000427246094,169.0,12438900
2025-11-07,166.33999633789062,166.3800048828125,161.21600341796875,162.9600067138672,11581200
2025-11-10,165.88999938964844,168.0,163.63999938964844,167.6199951171875,9348700
2025-11-11,160.8000030517578,165.5800018310547,160.16000366210938,164.58999633789062,11354400
2025-11-12,157.91000366210938,161.19000244140625,156.1999969482422,160.97999572753906,13920800
2025-11-13,159.83999633789062,164.0,158.5,164.0,17213000
2025-11-14,153.8000030517578,162.6199951171875,151.77999877929688,156.94000244140625,33991000
2025-11-17,157.7100067138672,161.02499389648438,156.89999389648438,157.97999572753906,16911400
2025-11-18,159.72000122070312,161.27999877929688,156.6999969482422,157.30999755859375,12438900
2025-11-19,158.88999938964844,160.97000122070312,158.04100036621094,159.3249969482422,7949900
2025-11-20,153.27999877929688,161.38999938964844,153.0,159.0,13466900
2025-11-21,152.92999267578125,155.8800048828125,148.63999938964844,151.97999572753906,16240800
2025-11-24,160.72999572753906,161.5,158.6999969482422,160.0,21796600
2025-11-25,157.00999450683594,166.3699951171875,156.14999389648438,165.1999969482422,27097500
2025-11-26,157.60000610351562,161.4600067138672,150.0,159.09500122070312,21453100
2025-11-28,157.3000030517578,158.69000244140625,155.67999267578125,156.16000366210938,7185500
